,identifier,session_identifier,organization_classification,first_action,primary_sponsor_1_clean,primary_sponsor_2_clean,num_sponsors,became_law,referred_to_committee,committee_passages,passed_first_chamber,passed_full_legislature
15633,SB 3790,102nd,upper,2022-01-21,Carol Ammons,David Koehler,31,True,True,2,True,True
15634,HB 4373,102nd,lower,2022-01-06,Deb Conroy,,1,False,True,0,False,False
15635,SB 4010,102nd,upper,2022-01-21,Ann Gillespie,,1,False,True,0,False,False
15636,SB 3792,102nd,upper,2022-01-21,Amy Elik,Cristina Castro,13,True,True,2,True,True
15637,HB 4392,102nd,lower,2022-01-07,Carol Ammons,Jacqueline Collins,50,True,True,3,True,True
15638,SB 2541,102nd,upper,2021-02-26,Don Harmon,,1,False,True,0,False,False
15639,SB 3821,102nd,upper,2022-01-21,John Curran,,3,False,True,0,False,False
15640,HB 4646,102nd,lower,2022-01-20,Janet Rohr,Ram Villivalam,2,True,True,2,True,True
15641,SB 4053,102nd,upper,2022-01-21,Fran Hurley,Robert Martwick,27,True,True,2,True,True
15642,SB 3893,102nd,upper,2022-01-21,Anthony DeLuca,Patrick Joyce,39,True,True,2,True,True
15643,SB 4039,102nd,upper,2022-01-21,Mike Simmons,,1,False,True,0,False,False
15644,SB 3670,102nd,upper,2022-01-21,Jason Plummer,,2,False,True,0,False,False
15645,HB 4696,102nd,lower,2022-01-20,Christopher Belt,Tim Ozinga,8,True,True,3,True,True
15646,HB 4504,102nd,lower,2022-01-13,Jay Hoffman,,1,False,True,0,False,False
15647,HB 2625,102nd,lower,2021-02-18,Mary Flowers,,1,False,True,0,False,False
15648,HB 4649,102nd,lower,2022-01-20,Robert Rita,,1,False,True,0,False,False
15649,SB 3873,102nd,upper,2022-01-21,Bill Cunningham,,1,False,True,0,False,False
15650,SB 3754,102nd,upper,2022-01-21,Julie Morrison,,6,False,True,0,False,False
15651,SB 3823,102nd,upper,2022-01-21,Cristina Zayas,,2,False,True,0,False,False
15652,HB 4697,102nd,lower,2022-01-20,Tim Ozinga,,1,False,True,0,False,False
15653,HB 3337,102nd,lower,2021-02-19,Jeff Keicher,,3,False,True,0,False,False
15654,SB 1996,102nd,upper,2021-02-26,Ram Villivalam,,1,False,True,0,False,False
15655,SB 1465,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
15656,SB 2502,102nd,upper,2021-02-26,Omar Aquino,,1,False,True,0,False,False
15657,HB 5623,102nd,lower,2022-02-04,Greg Harris,,2,False,True,0,False,False
15658,HB 4884,102nd,lower,2022-01-25,Jim Durkin,,1,False,True,1,False,False
15659,HB 4416,102nd,lower,2022-01-07,Chris Miller,,1,False,True,0,False,False
15660,SB 3715,102nd,upper,2022-01-21,Chapin Rose,,1,False,True,0,False,False
15661,SB 1613,102nd,upper,2021-02-26,Chapin Rose,,1,False,True,0,False,False
15662,HB 3037,102nd,lower,2021-02-18,Keith Wheeler,,6,False,True,0,False,False
15663,HB 2442,102nd,lower,2021-02-17,C Davidsmeyer,,1,False,True,0,False,False
15664,HB 5451,102nd,lower,2022-01-28,Michael Halpin,,1,False,True,0,False,False
15665,SB 3008,102nd,upper,2022-01-05,Linda Holmes,,1,False,True,0,False,False
15666,HB 1873,102nd,lower,2021-02-16,Carol Ammons,,1,False,True,0,False,False
15667,HB 5256,102nd,lower,2022-01-27,Brian Stewart,Tim Ozinga,3,False,True,2,True,False
15668,HB 773,102nd,lower,2021-02-08,Jay Hoffman,,1,False,True,0,False,False
15669,SB 3037,102nd,upper,2022-01-05,Patrick Joyce,,1,False,True,0,False,False
15670,HB 5130,102nd,lower,2022-01-27,Anne Stava,,1,False,True,0,False,False
15671,HB 4342,102nd,lower,2022-01-04,Adriane Johnson,Fran Hurley,3,False,True,1,True,False
15672,SB 1555,102nd,upper,2021-02-26,Mattie Hunter,,3,False,True,0,False,False
15673,HB 1401,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15674,HB 124,102nd,lower,2021-01-13,Mary Flowers,,1,False,True,0,False,False
15675,SB 742,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15676,SB 2550,102nd,upper,2021-02-26,Don Harmon,,1,False,True,0,False,False
15677,HB 4198,102nd,lower,2021-10-27,Sue Scherer,,1,False,True,0,False,False
15678,HB 1110,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15679,HB 1602,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15680,HB 1703,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15681,HB 598,102nd,lower,2021-02-03,Norine Hammond,,3,False,True,0,False,False
15682,HB 4612,102nd,lower,2022-01-19,Jonathan Carroll,,1,False,True,0,False,False
15683,HB 5431,102nd,lower,2022-01-28,Deanne Mazzochi,,1,False,True,0,False,False
15684,SB 1651,102nd,upper,2021-02-26,Terri Bryant,,1,False,True,0,False,False
15685,HB 321,102nd,lower,2021-01-27,Mark Walker,,1,False,True,0,False,False
15686,SB 4207,102nd,upper,2022-04-06,Don Harmon,,2,False,True,0,False,False
15687,HB 3802,102nd,lower,2021-02-19,Sam Yingling,,1,False,True,0,False,False
15688,HB 108,102nd,lower,2021-01-13,Curtis Tarver II,,1,False,True,0,False,False
15689,SB 293,102nd,upper,2021-02-19,Julie Morrison,,1,False,True,0,False,False
15690,HB 5790,102nd,lower,2022-08-18,Eva Delgado,,2,False,True,0,False,False
15691,SB 747,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15692,HB 2245,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15693,HB 2594,102nd,lower,2021-02-17,Napoleon Harris,William Davis,2,False,True,1,True,False
15694,HB 3572,102nd,lower,2021-02-19,Jim Durkin,,1,False,True,0,False,False
15695,HB 2323,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15696,SB 301,102nd,upper,2021-02-19,Neil Anderson,,1,False,True,0,False,False
15697,SB 4216,102nd,upper,2022-11-14,Terri Bryant,,10,False,True,0,False,False
15698,HB 2351,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15699,SB 2081,102nd,upper,2021-02-26,Cristina Castro,,1,False,True,0,False,False
15700,SB 2283,102nd,upper,2021-02-26,Emil Jones III,,1,False,True,0,False,False
15701,SB 372,102nd,upper,2021-02-19,Neil Anderson,,1,False,True,0,False,False
15702,HB 1714,102nd,lower,2021-02-11,Natalie Manley,,1,False,True,0,False,False
15703,HB 1558,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15704,HB 206,102nd,lower,2021-01-20,Mary Flowers,,2,False,True,0,False,False
15705,SB 4174,102nd,upper,2022-02-16,Steve Stadelman,,6,False,True,0,False,False
15706,HB 5552,102nd,lower,2022-01-28,Anne Stava,,9,False,True,2,False,False
15707,SB 3399,102nd,upper,2022-01-14,Dan McConchie,,1,False,True,0,False,False
15708,SB 4243,102nd,upper,2022-11-14,Cristina Zayas,,1,False,True,0,False,False
15709,HB 4016,102nd,lower,2021-03-03,Emanuel Welch,,1,False,True,1,False,False
15710,HB 3491,102nd,lower,2021-02-19,Martin Moylan,,1,False,True,0,False,False
15711,HB 1652,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15712,HB 4711,102nd,lower,2022-01-21,Dagmara Avelar,,4,False,True,1,False,False
15713,HB 5088,102nd,lower,2022-01-26,William Davis,,1,False,True,0,False,False
15714,SB 283,102nd,upper,2021-02-19,Don Harmon,,1,False,True,0,False,False
15715,HB 2033,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15716,SB 1992,102nd,upper,2021-02-26,Ram Villivalam,,2,False,True,0,False,False
15717,SB 664,102nd,upper,2021-02-24,Ann Gillespie,Keith Wheeler,3,False,True,1,True,False
15718,HB 899,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15719,SB 2808,102nd,upper,2021-03-09,Don Harmon,,1,False,True,1,False,False
15720,HB 957,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15721,HB 1528,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15722,SB 1343,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
15723,HB 2380,102nd,lower,2021-02-17,Cristina Castro,Justin Slaughter,8,False,True,3,True,False
15724,SB 2364,102nd,upper,2021-02-26,Don Harmon,Justin Slaughter,2,False,True,3,True,False
15725,SB 3549,102nd,upper,2022-01-19,Don Harmon,,1,False,True,0,False,False
15726,HB 3588,102nd,lower,2021-02-19,Jonathan Carroll,,1,False,True,0,False,False
15727,HB 697,102nd,lower,2021-02-05,Adam Niemerg,,2,False,True,0,False,False
15728,SB 1397,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
15729,SB 2827,102nd,upper,2021-03-09,Don Harmon,,1,False,True,0,False,False
15730,HB 3434,102nd,lower,2021-02-19,Michael Halpin,,1,False,True,0,False,False
15731,HB 4407,102nd,lower,2022-01-07,Chris Bos,,2,False,True,0,False,False
15732,SB 2914,102nd,upper,2021-10-13,Don Harmon,,1,False,True,0,False,False
15733,HB 3977,102nd,lower,2021-02-24,Lindsey LaPointe,,23,False,True,1,False,False
15734,SB 1733,102nd,upper,2021-02-26,Emil Jones III,Justin Slaughter,3,False,True,1,True,False
15735,SB 694,102nd,upper,2021-02-25,Don Harmon,,1,False,True,0,False,False
15736,HB 830,102nd,lower,2021-02-09,William Davis,,1,False,True,0,False,False
15737,HB 870,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15738,HB 3098,102nd,lower,2021-02-18,Sonya Harper,,1,False,True,0,False,False
15739,HB 2912,102nd,lower,2021-02-18,Michael Halpin,,1,False,True,0,False,False
15740,HB 59,102nd,lower,2021-01-13,Tim Butler,,13,False,True,0,False,False
15741,HB 5045,102nd,lower,2022-01-26,Lance Yednock,,2,False,True,0,False,False
15742,HB 2555,102nd,lower,2021-02-17,Robyn Gabel,,3,False,True,0,False,False
15743,HB 855,102nd,lower,2021-02-10,Ann Williams,,14,False,True,0,False,False
15744,HB 3800,102nd,lower,2021-02-19,Sam Yingling,,1,False,True,0,False,False
15745,HB 439,102nd,lower,2021-02-01,Sam Yingling,,1,False,True,0,False,False
15746,SB 894,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15747,HB 5834,102nd,lower,2022-11-09,Mark Batinick,,32,False,True,0,False,False
15748,HB 2236,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15749,HB 420,102nd,lower,2021-02-01,Barbara Hernandez,,1,False,True,0,False,False
15750,HB 467,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
15751,SB 289,102nd,upper,2021-02-19,Don Harmon,,1,False,True,0,False,False
15752,HB 5371,102nd,lower,2022-01-28,Dan Caulkins,,1,False,True,0,False,False
15753,HB 1544,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15754,HB 2156,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15755,HB 1842,102nd,lower,2021-02-16,Anthony DeLuca,,4,False,True,0,False,False
15756,SB 599,102nd,upper,2021-02-24,Chapin Rose,,1,False,True,0,False,False
15757,SB 241,102nd,upper,2021-02-17,Michael Hastings,,2,False,True,0,False,False
15758,SB 1189,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15759,HB 3708,102nd,lower,2021-02-19,La Ford,,1,False,True,1,False,False
15760,HB 4378,102nd,lower,2022-01-06,Paul Jacobs,,11,False,True,0,False,False
15761,SB 15,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
15762,SB 1720,102nd,upper,2021-02-26,Elgie Sims Jr,Greg Harris,3,True,True,4,True,True
15763,HB 5370,102nd,lower,2022-01-28,Jay Hoffman,,2,False,True,0,False,False
15764,HB 4295,102nd,lower,2021-12-20,Denyse Stoneback,,5,False,True,0,False,False
15765,SB 597,102nd,upper,2021-02-24,Jason Barickman,,2,False,True,0,False,False
15766,HB 2516,102nd,lower,2021-02-17,Daniel Didech,,1,False,True,0,False,False
15767,HB 1274,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15768,HB 5368,102nd,lower,2022-01-28,Brad Halbrook,,1,False,True,2,False,False
15769,SB 3776,102nd,upper,2022-01-21,Omar Aquino,,1,False,True,0,False,False
15770,HB 2562,102nd,lower,2021-02-17,Deanne Mazzochi,,2,False,True,0,False,False
15771,SB 550,102nd,upper,2021-02-23,Jil Tracy,,1,False,True,0,False,False
15772,HB 1977,102nd,lower,2021-02-16,Stephanie Kifowit,,1,False,True,0,False,False
15773,HB 4208,102nd,lower,2021-11-09,Cyril Nichols,,2,False,True,0,False,False
15774,HB 4912,102nd,lower,2022-01-25,Jim Durkin,,1,False,True,1,False,False
15775,HB 2403,102nd,lower,2021-02-17,Kambium Buckner,,1,False,True,0,False,False
15776,HB 2308,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15777,HB 4636,102nd,lower,2022-01-19,Tony McCombie,,2,False,True,0,False,False
15778,SB 3756,102nd,upper,2022-01-21,Don Harmon,,2,False,True,0,False,False
15779,SB 2461,102nd,upper,2021-02-26,Ram Villivalam,,1,False,True,0,False,False
15780,SB 3061,102nd,upper,2022-01-05,Sally Turner,,1,False,True,0,False,False
15781,HB 2389,102nd,lower,2021-02-17,David Vella,,2,False,True,0,False,False
15782,SB 2061,102nd,upper,2021-02-26,Craig Wilcox,,1,False,True,0,False,False
15783,HB 1338,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15784,SB 1930,102nd,upper,2021-02-26,Linda Holmes,,3,False,True,0,False,False
15785,HB 2544,102nd,lower,2021-02-17,Dan Ugaste,,6,False,True,0,False,False
15786,SB 4119,102nd,upper,2022-02-07,Don Harmon,,1,False,True,0,False,False
15787,HB 2666,102nd,lower,2021-02-18,Greg Harris,,2,False,True,0,False,False
15788,HB 2063,102nd,lower,2021-02-16,Joe Sosnowski,,1,False,True,1,False,False
15789,HB 1754,102nd,lower,2021-02-11,Deanne Mazzochi,,1,False,True,0,False,False
15790,HB 1440,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15791,SB 975,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15792,HB 5827,102nd,lower,2022-10-26,Michelle Mussman,,1,False,True,0,False,False
15793,HB 5360,102nd,lower,2022-01-28,Tim Butler,,1,False,True,0,False,False
15794,SB 1947,102nd,upper,2021-02-26,Darren Bailey,,1,False,True,0,False,False
15795,SB 600,102nd,upper,2021-02-24,Sue Rezin,,2,False,True,0,False,False
15796,HB 4728,102nd,lower,2022-01-21,Cristina Zayas,William Davis,3,True,True,2,True,True
15797,HB 2725,102nd,lower,2021-02-18,Greg Harris,,2,False,True,0,False,False
15798,HB 4727,102nd,lower,2022-01-21,Keith Wheeler,,2,False,True,0,False,False
15799,HB 609,102nd,lower,2021-02-04,Jehan Booth,,1,False,True,0,False,False
15800,SB 3603,102nd,upper,2022-01-19,Craig Wilcox,,1,False,True,0,False,False
15801,HB 4718,102nd,lower,2022-01-21,La Ford,,1,False,True,0,False,False
15802,HB 4722,102nd,lower,2022-01-21,La Ford,,1,False,True,0,False,False
15803,HB 1351,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15804,HB 819,102nd,lower,2021-02-09,Jehan Booth,,1,False,True,0,False,False
15805,SB 3896,102nd,upper,2022-01-21,Ann Gillespie,,1,False,True,0,False,False
15806,SB 1597,102nd,upper,2021-02-26,Jacqueline Collins,,1,False,True,0,False,False
15807,HB 4819,102nd,lower,2022-01-25,Dagmara Avelar,,1,False,True,0,False,False
15808,HB 1349,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15809,SB 1917,102nd,upper,2021-02-26,Jonathan Carroll,Julie Morrison,22,False,True,1,True,False
15810,SB 398,102nd,upper,2021-02-19,Don Harmon,,1,False,True,0,False,False
15811,HB 5531,102nd,lower,2022-01-28,Natalie Manley,,1,False,True,0,False,False
15812,SB 1582,102nd,upper,2021-02-26,Laura Murphy,William Davis,2,False,True,2,True,False
15813,HB 5796,102nd,lower,2022-08-29,Terra Howard,,1,False,True,0,False,False
15814,HB 2738,102nd,lower,2021-02-18,Greg Harris,,1,False,True,0,False,False
15815,HB 2937,102nd,lower,2021-02-18,Deanne Mazzochi,,1,False,True,0,False,False
15816,SB 3489,102nd,upper,2022-01-19,Michael Hastings,,3,False,True,0,False,False
15817,SB 3438,102nd,upper,2022-01-18,Sara Feigenholtz,,4,False,True,1,False,False
15818,HB 4613,102nd,lower,2022-01-19,Joyce Mason,,1,False,True,0,False,False
15819,SB 2897,102nd,upper,2021-05-04,Sara Feigenholtz,,1,False,True,0,False,False
15820,SB 3582,102nd,upper,2022-01-19,Don Harmon,,1,False,True,0,False,False
15821,HB 99,102nd,lower,2021-01-13,Jonathan Carroll,,3,False,True,0,False,False
15822,HB 3938,102nd,lower,2021-02-19,Tony McCombie,,1,False,True,0,False,False
15823,SB 153,102nd,upper,2021-02-09,Linda Holmes,,9,False,True,2,True,False
15824,SB 1662,102nd,upper,2021-02-26,Linda Holmes,,1,False,True,0,False,False
15825,HB 2965,102nd,lower,2021-02-18,Dan Ugaste,,3,False,True,0,False,False
15826,HB 4773,102nd,lower,2022-01-24,Dale Fowler,Patrick Windhorst,5,False,True,1,True,False
15827,HB 1987,102nd,lower,2021-02-16,Emanuel Welch,,1,False,True,1,False,False
15828,HB 1717,102nd,lower,2021-02-11,Deanne Mazzochi,,2,False,True,0,False,False
15829,HB 683,102nd,lower,2021-02-05,Paul Jacobs,,2,False,True,0,False,False
15830,SB 3466,102nd,upper,2022-01-18,Don Harmon,,1,False,True,0,False,False
15831,SB 3546,102nd,upper,2022-01-19,Don Harmon,,1,False,True,0,False,False
15832,HB 3754,102nd,lower,2021-02-19,Charles Meier,,1,False,True,0,False,False
15833,HB 5799,102nd,lower,2022-09-01,Jay Hoffman,,6,False,True,0,False,False
15834,HB 141,102nd,lower,2021-01-13,La Ford,,22,False,True,2,False,False
15835,HB 2807,102nd,lower,2021-02-18,Brad Halbrook,Steven Landek,2,False,True,1,True,False
15836,HB 5282,102nd,lower,2022-01-27,Michael Halpin,,7,False,True,1,False,False
15837,HB 4511,102nd,lower,2022-01-13,Jay Hoffman,,1,False,True,0,False,False
15838,SB 193,102nd,upper,2021-02-09,Terri Bryant,,1,False,True,0,False,False
15839,HB 856,102nd,lower,2021-02-10,Chris Miller,,2,False,True,0,False,False
15840,SB 898,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15841,HB 3253,102nd,lower,2021-02-19,La Ford,,1,False,True,0,False,False
15842,HB 3021,102nd,lower,2021-02-18,Steven Reick,,1,False,True,0,False,False
15843,HB 3514,102nd,lower,2021-02-19,Keith Wheeler,,1,False,True,0,False,False
15844,HB 5491,102nd,lower,2022-01-28,Tom Weber,,1,False,True,0,False,False
15845,SB 2214,102nd,upper,2021-02-26,Jason Plummer,,1,False,True,0,False,False
15846,SB 1021,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15847,SB 3537,102nd,upper,2022-01-19,Don Harmon,,1,False,True,0,False,False
15848,HB 3684,102nd,lower,2021-02-19,Martin McLaughlin,,4,False,True,0,False,False
15849,HB 4516,102nd,lower,2022-01-13,Jay Hoffman,,1,False,True,0,False,False
15850,HB 1835,102nd,lower,2021-02-16,Bob Morgan,,1,False,True,0,False,False
15851,HB 2840,102nd,lower,2021-02-18,Joe Sosnowski,,1,False,True,1,False,False
15852,HB 5578,102nd,lower,2022-01-28,Ann Williams,,1,False,True,0,False,False
15853,HB 4367,102nd,lower,2022-01-05,Adriane Johnson,Deb Conroy,34,False,True,1,True,False
15854,HB 4602,102nd,lower,2022-01-18,Kambium Buckner,,5,False,True,0,False,False
15855,HB 1331,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15856,HB 3560,102nd,lower,2021-02-19,Dan Ugaste,,2,False,True,0,False,False
15857,SB 4193,102nd,upper,2022-03-07,Elgie Sims Jr,,1,False,True,0,False,False
15858,SB 3834,102nd,upper,2022-01-21,Chapin Rose,,1,False,True,0,False,False
15859,HB 3467,102nd,lower,2021-02-19,Martin Moylan,,1,False,True,0,False,False
15860,SB 3533,102nd,upper,2022-01-19,Don Harmon,,1,False,True,0,False,False
15861,HB 1641,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15862,HB 4950,102nd,lower,2022-01-25,Tim Ozinga,,1,False,True,0,False,False
15863,HB 4195,102nd,lower,2021-10-26,La Ford,,1,False,True,0,False,False
15864,HB 4015,102nd,lower,2021-03-03,Ann Williams,,1,False,True,1,False,False
15865,HB 9,102nd,lower,2021-01-13,Jennifer Gershowitz,Laura Fine,40,True,True,2,True,True
15866,HB 5731,102nd,lower,2022-03-25,Kambium Buckner,,10,False,True,0,False,False
15867,HB 2880,102nd,lower,2021-02-18,Deanne Mazzochi,,1,False,True,0,False,False
15868,SB 3292,102nd,upper,2022-01-14,Dan McConchie,,1,False,True,0,False,False
15869,HB 3916,102nd,lower,2021-02-19,Mary Flowers,,1,False,True,0,False,False
15870,HB 2808,102nd,lower,2021-02-18,Brad Halbrook,,2,False,True,0,False,False
15871,SB 1041,102nd,upper,2021-02-25,Mary Flowers,,24,False,True,4,True,False
15872,HB 2574,102nd,lower,2021-02-17,Mike Murphy,,5,False,True,1,False,False
15873,HB 630,102nd,lower,2021-02-04,Steven Reick,,1,False,True,0,False,False
15874,HB 2801,102nd,lower,2021-02-18,Sonya Harper,,1,False,True,0,False,False
15875,HB 2846,102nd,lower,2021-02-18,Blaine Wilhour,,6,False,True,0,False,False
15876,HB 1439,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15877,SB 2369,102nd,upper,2021-02-26,Mattie Hunter,,2,False,True,0,False,False
15878,HB 254,102nd,lower,2021-01-25,Kambium Buckner,,3,False,True,0,False,False
15879,HB 4859,102nd,lower,2022-01-25,Theresa Mah,,15,False,True,0,False,False
15880,SB 1322,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
15881,SB 2534,102nd,upper,2021-02-26,Don Harmon,,1,False,True,0,False,False
15882,SB 1027,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15883,HB 1799,102nd,lower,2021-02-16,Delia Ramirez,,8,False,True,0,False,False
15884,SB 2318,102nd,upper,2021-02-26,Sara Feigenholtz,,1,False,True,0,False,False
15885,HB 3171,102nd,lower,2021-02-18,Edgar Gonzalez Jr,,1,False,True,0,False,False
15886,HB 4543,102nd,lower,2022-01-13,Marcus Evans Jr,,10,False,True,1,False,False
15887,SB 1020,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15888,HB 2202,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15889,HB 4969,102nd,lower,2022-01-26,Cyril Nichols,,2,False,True,0,False,False
15890,HB 2468,102nd,lower,2021-02-17,Deanne Mazzochi,,2,False,True,0,False,False
15891,HB 3958,102nd,lower,2021-02-22,Justin Slaughter,,4,False,True,2,False,False
15892,HB 2613,102nd,lower,2021-02-17,Jim Durkin,,1,False,True,0,False,False
15893,SB 2386,102nd,upper,2021-02-26,Laura Fine,,1,False,True,0,False,False
15894,HB 1021,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15895,SB 56,102nd,upper,2021-01-29,Terri Bryant,,1,False,True,0,False,False
15896,HB 3266,102nd,lower,2021-02-19,Mary Flowers,,1,False,True,0,False,False
15897,HB 3239,102nd,lower,2021-02-19,Rita Mayfield,,1,False,True,0,False,False
15898,SB 3726,102nd,upper,2022-01-21,Neil Anderson,,1,False,True,0,False,False
15899,SB 1227,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15900,SB 260,102nd,upper,2021-02-17,Michael Hastings,,1,False,True,0,False,False
15901,HB 636,102nd,lower,2021-02-04,Avery Bourne,,63,False,True,0,False,False
15902,HB 3075,102nd,lower,2021-02-18,Justin Slaughter,,1,False,True,0,False,False
15903,HB 789,102nd,lower,2021-02-08,Patrick Windhorst,,3,False,True,0,False,False
15904,HB 2607,102nd,lower,2021-02-17,Tim Butler,,7,False,True,0,False,False
15905,SB 1427,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
15906,HB 4872,102nd,lower,2022-01-25,Jim Durkin,,1,False,True,1,False,False
15907,SB 907,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
15908,SB 3182,102nd,upper,2022-01-13,Patrick Joyce,,1,False,True,0,False,False
15909,SB 657,102nd,upper,2021-02-24,Laura Murphy,,1,False,True,0,False,False
15910,HB 5605,102nd,lower,2022-02-04,Greg Harris,,2,False,True,0,False,False
15911,SB 835,102nd,upper,2021-02-25,Ram Villivalam,,13,False,True,1,False,False
15912,HB 2243,102nd,lower,2021-02-16,Jim Durkin,,3,False,True,1,False,False
15913,HB 1538,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15914,HB 1880,102nd,lower,2021-02-16,Ryan Spain,,1,False,True,0,False,False
15915,SB 2853,102nd,upper,2021-03-09,Don Harmon,,1,False,True,0,False,False
15916,HB 306,102nd,lower,2021-01-27,La Ford,,1,False,True,0,False,False
15917,SB 1824,102nd,upper,2021-02-26,Patricia Pelt,,1,False,True,0,False,False
15918,HB 1549,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15919,HB 2010,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
15920,SB 1296,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
15921,SB 3462,102nd,upper,2022-01-18,Robert Martwick,,2,False,True,0,False,False
15922,HB 1188,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15923,SB 2881,102nd,upper,2021-03-09,Don Harmon,,1,False,True,0,False,False
15924,HB 4476,102nd,lower,2022-01-12,Charles Meier,,1,False,True,0,False,False
15925,HB 192,102nd,lower,2021-01-19,Mattie Hunter,Sonya Harper,24,False,True,1,True,False
15926,HB 1556,102nd,lower,2021-02-11,Emanuel Welch,,1,False,True,1,False,False
15927,HB 2885,102nd,lower,2021-02-18,Adam Niemerg,,1,False,True,0,False,False
15928,SB 3223,102nd,upper,2022-01-14,Dan McConchie,,1,False,True,0,False,False
15929,HB 1724,102nd,lower,2021-02-11,Napoleon Harris,William Davis,4,False,True,2,True,False
15930,HB 2192,102nd,lower,2021-02-16,Avery Bourne,,1,False,True,1,False,False
15931,SB 2195,102nd,upper,2021-02-26,Elgie Sims Jr,,2,False,True,0,False,False
15932,HB 217,102nd,lower,2021-01-21,Adam Niemerg,Darren Bailey,21,False,True,1,True,False
15933,SB 3997,102nd,upper,2022-01-21,Cristina Zayas,,1,False,True,0,False,False
15934,SB 627,102nd,upper,2021-02-24,Jacqueline Collins,,1,False,True,0,False,False
15935,HB 2753,102nd,lower,2021-02-18,Justin Slaughter,,1,False,True,0,False,False
15936,HB 4753,102nd,lower,2022-01-24,Thaddeus Jones,,1,False,True,0,False,False
15937,HB 5743,102nd,lower,2022-04-05,David Vella,,1,False,True,0,False,False
15938,HB 693,102nd,lower,2021-02-05,Kathleen Willis,,2,False,True,1,False,False
15939,SB 3440,102nd,upper,2022-01-18,Don Harmon,,1,False,True,0,False,False
15940,SB 3372,102nd,upper,2022-01-14,Dan McConchie,,1,False,True,0,False,False
15941,HB 1892,102nd,lower,2021-02-16,Amy Elik,,5,False,True,0,False,False
15942,HB 5601,102nd,lower,2022-01-31,Maura Hirschauer,,21,False,True,0,False,False
15943,HB 144,102nd,lower,2021-01-13,Sonya Harper,,3,False,True,0,False,False
